Start,Stop,Rate
12950001,13000000,1.290025762
13000001,13050000,2.931876732
13050001,13100000,2.931876732
13100001,13150000,5.042827979
13150001,13200000,5.042827979
13200001,13250000,0.938200554
13250001,13300000,0.938200554
13300001,13350000,0.820925485
13350001,13400000,0.820925485
13400001,13450000,1.876401108
13450001,13500000,1.876401108
13500001,13550000,3.635527148
13550001,13600000,3.635527148
13600001,13650000,1.993676178
13650001,13700000,1.993676178
13700001,13750000,3.987352355
13750001,13800000,3.987352355
13800001,13850000,2.228226316
13850001,13900000,2.228226316
13900001,13950000,1.64185097
13950001,14000000,1.64185097
14000001,14050000,3.16642687
14050001,14100000,3.16642687
14100001,14150000,1.876401108
14150001,14200000,1.876401108
14200001,14250000,1.993676178
14250001,14300000,1.993676178
14300001,14350000,1.64185097
14350001,14400000,1.64185097
14400001,14450000,6.215578672
14450001,14500000,6.215578672
14500001,14550000,1.172750693
14550001,14600000,1.172750693
14600001,14650000,3.752802217
14650001,14700000,3.752802217
14700001,14750000,1.055475623
14750001,14800000,1.055475623
14800001,14850000,1.64185097
14850001,14900000,1.64185097
14900001,14950000,1.172750693
14950001,15000000,1.172750693
15000001,15050000,1.172750693
15050001,15100000,1.172750693
15100001,15150000,0.938200554
15150001,15200000,0.938200554
15200001,15250000,3.752802217
15250001,15300000,3.752802217
15300001,15350000,1.64185097
15350001,15400000,1.64185097
15400001,15450000,1.524575901
15450001,15500000,1.524575901
15500001,15550000,0.586375346
15550001,15600000,0.586375346
15600001,15650000,2.110951247
15650001,15700000,2.110951247
15700001,15750000,1.055475623
15750001,15800000,1.055475623
15800001,15850000,0.234550139
15850001,15900000,0.234550139
15900001,15950000,0.820925485
15950001,16000000,0.820925485
16000001,16050000,0.469100277
16050001,16100000,0.469100277
16100001,16150000,0.703650416
16150001,16200000,0.703650416
16200001,16250000,1.524575901
16250001,16300000,1.524575901
16300001,16350000,3.518252078
16350001,16400000,3.518252078
16400001,16450000,3.987352355
16450001,16500000,3.987352355
16500001,16550000,3.870077286
16550001,16600000,3.870077286
16600001,16650000,2.814601663
16650001,16700000,2.814601663
16700001,16750000,4.221902494
16750001,16800000,4.221902494
16800001,16850000,1.64185097
16850001,16900000,1.64185097
16900001,16950000,5.629203325
16950001,17000000,5.629203325
17000001,17050000,1.993676178
17050001,17100000,1.993676178
17100001,17150000,1.524575901
17150001,17200000,1.524575901
17200001,17250000,2.345501386
17250001,17300000,2.345501386
17300001,17350000,1.172750693
17350001,17400000,1.172750693
17400001,17450000,1.64185097
17450001,17500000,1.64185097
17500001,17550000,0.117275069
17550001,17600000,0.117275069
17600001,17650000,0.117275069
17650001,17700000,0.117275069
17700001,17750000,0.469100277
17750001,17800000,0.469100277
17800001,17850000,0.469100277
17850001,17900000,0.469100277
17900001,17950000,1.993676178
17950001,18000000,1.993676178
18000001,18050000,0.938200554
18050001,18100000,0.938200554
18100001,18150000,0.703650416
18150001,18200000,0.703650416
18200001,18250000,0.469100277
18250001,18300000,0.469100277
18300001,18350000,0.351825208
18350001,18400000,0.351825208
18400001,18450000,0.234550139
18450001,18500000,0.234550139
18500001,18550000,0.234550139
18550001,18600000,0.234550139
18600001,18650000,0.234550139
18650001,18700000,0.234550139
18700001,18750000,0.234550139
18750001,18800000,0.234550139
18800001,18850000,1.407300831
18850001,18900000,1.407300831
18900001,18950000,0.117275069
18950001,19000000,0.117275069
19000001,19050000,0.117275069
19050001,19100000,0.117275069
19100001,19150000,0.469100277
19150001,19200000,0.469100277
19200001,19250000,0.469100277
19250001,19300000,0.469100277
19300001,19350000,0
19350001,19400000,0
19400001,19450000,0.351825208
19450001,19500000,0.351825208
19500001,19550000,0.117275069
19550001,19600000,0.117275069
19600001,19650000,0.234550139
19650001,19700000,0.234550139
19700001,19750000,0.117275069
19750001,19800000,0.117275069
19800001,19850000,1.172750693
19850001,19900000,1.172750693
19900001,19950000,0.234550139
19950001,20000000,0.234550139
20000001,20050000,0.586375346
20050001,20100000,0.586375346
20100001,20150000,0.117275069
20150001,20200000,0.117275069
20200001,20250000,0.234550139
20250001,20300000,0.234550139
20300001,20350000,0
20350001,20400000,0
20400001,20450000,0.234550139
20450001,20500000,0.234550139
20500001,20550000,0.703650416
20550001,20600000,0.703650416
20600001,20650000,0.351825208
20650001,20700000,0.351825208
20700001,20750000,0.234550139
20750001,20800000,0.234550139
20800001,20850000,0
20850001,20900000,0
20900001,20950000,2.345501386
20950001,21000000,2.345501386
21000001,21050000,1.172750693
21050001,21100000,1.172750693
21100001,21150000,0.351825208
21150001,21200000,0.351825208
21200001,21250000,0.117275069
21250001,21300000,0.117275069
21300001,21350000,0.117275069
21350001,21400000,0.117275069
21400001,21450000,0
21450001,21500000,0
21500001,21550000,0.351825208
21550001,21600000,0.351825208
21600001,21650000,0
21650001,21700000,0
21700001,21750000,0
21750001,21800000,0
21800001,21850000,0
21850001,21900000,0
21900001,21950000,0
21950001,22000000,0
22000001,22050000,0.117275069
22050001,22100000,0.117275069
22100001,22150000,0
22150001,22200000,0
22200001,22250000,2.814601663
22250001,22300000,2.814601663
22300001,22350000,3.870077286
22350001,22400000,3.870077286
22400001,22450000,0.351825208
22450001,22500000,0.351825208
22500001,22550000,0.117275069
22550001,22600000,0.117275069
22600001,22650000,0
22650001,22700000,0
22700001,22750000,0
22750001,22800000,0
22800001,22850000,0.234550139
22850001,22900000,0.234550139
22900001,22950000,0
22950001,23000000,0
23000001,23050000,0
23050001,23100000,0
23100001,23150000,NA
23150001,23200000,NA
23200001,23250000,NA
23250001,23300000,NA
23300001,23350000,NA
23350001,23400000,NA
23400001,23450000,NA
23450001,23500000,NA
23500001,23550000,NA
